num,img,title,field,organizer,start_day,finish_day,homepage
96,https://www.wevity.com/upload/contest/20240601053959_f7fa3aba.jpg,티르티르 디자인 공모전,"디자인, 캐릭터, 웹툰",(주)티르티르,2024-06-10,2024-06-30,https://tirtir.co.kr/board/view.php?period=current&bdId=event&sno=266
97,https://www.wevity.com/upload/contest/20240601053615_88a070dd.jpg,제7회 BNK부산은행 청년작가 미술대전,"예체능, 미술, 음악",BNK부산은행,2024-07-15,2024-07-30,https://art.bnkgallery.co.kr/main.php?main=notice&gno=4&sno=1&mode=view&bbs_no=1939&PageNo=&sl_search=&sl_keyword=
98,https://www.wevity.com/upload/contest/20240601041641_93c8c218.jpg,2024년도 제23회 국립공원 사진 공모전,"영상, UCC, 사진",국립공원공단,2024-06-17,2024-07-31,https://www.knps.or.kr/portal/events/contest/main.do
99,https://www.wevity.com/upload/contest/20240601032318_d8c8d3e8.jpg,2024년 전주 로컬브랜딩 커뮤니티 지원사업 참여 커뮤니티 모집,기타,전주시지역소통협력센터,2024-05-30,2024-06-14,https://jlcc.or.kr/business/24
100,https://www.wevity.com/upload/contest/20240530221011_bf918a5c.jpg,iM 토론왕 2024 대학생 사회복지 토론대회,기타,한국사회복지사협회,2024-04-23,2024-06-16,https://www.welfare.net/welfare/na/ntt/selectNttInfo.do?mi=1080&nttSn=481552
101,https://www.wevity.com/upload/contest/20240530220219_0cc8e4d0.jpg,MMM24 고혈압 캠페인 유튜브 영상 공모전,"영상, UCC, 사진",대한고혈압학회,2024-06-01,2024-06-30,https://www.instagram.com/koreanhypertension1994/p/C7k9FL8p3J8/?hl=ko
102,https://www.wevity.com/upload/contest/20240530215350_d6f3955f.jpg,2024 주얼리공방 팝업스토어 카피라이팅 공모전,"네이밍, 슬로건",프리즘,2024-05-28,2024-06-18,https://branii.webflow.io/
103,https://www.wevity.com/upload/contest/20240530214259_fbeae0e2.jpg,"세종사이버대 컴퓨터·AI공학과, 도전! 나만의 AI융합 자기설계전공 공모전",기타,세종사이버대학교,2024-05-20,2024-12-01,https://dept.sjcu.ac.kr/ce/news/notice.do?mode=view&articleNo=126431&article.offset=0&articleLimit=10
104,https://www.wevity.com/upload/contest/20240530213433_ce8f4d86.jpg,한국예술심리상담협회 영상편집 서포터즈 모집,기타,사단법인 한국예술심리상담협회,2024-05-27,2024-06-04,http://www.kapca.net/
105,https://www.wevity.com/upload/contest/20240530210813_74383ba1.jpg,2024년 고망고 영상공모전,"영상, UCC, 사진",고망고,2024-06-01,2024-07-10,http://www.gomango.kr/index.html
106,https://www.wevity.com/upload/contest/20240530210109_581d3388.jpg,2024 부산시 아동참여단 대학생 서포터즈 모집,봉사활동,부산광역시,2024-05-27,2024-06-14,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=87732
107,https://www.wevity.com/upload/contest/20240530014702_7cb1990d.jpg,낭만로 휘경 프로젝트 참여팀 모집,기타,"서울시립대학교 캠퍼스타운사업단, 동대문문화재단",2024-05-27,2024-06-13,https://blog.naver.com/plusminus1c/223461269392
108,https://www.wevity.com/upload/contest/20240530013635_cd0be685.jpg,2024년 창업진흥원 제12회 재도전 사례 공모전,기타,중소벤처기업부,2024-05-23,2024-06-28,https://me2.do/FawI9Wal
109,https://www.wevity.com/upload/contest/20240530011921_89159afb.jpg,2024 천안시 농촌마을만들기 아이디어 공모전 (제9회 대학생이 간다),"기획, 아이디어","천안시, (사)천안공동체네트워크 함께이룸",2024-05-20,2024-06-21,http://cheonanmaeul.co.kr/bbs/board.php?bo_table=notice&wr_id=156
110,https://www.wevity.com/upload/contest/20240530003246_9b5c31e2.jpg,행정안전부와 함께하는 어린이제품 안전 지킴이단 모집,봉사활동,아동안전위원회,2024-05-29,2024-06-23,https://childsafetycommittee.org/childproduct
111,https://www.wevity.com/upload/contest/20240530002904_58adb80e.jpg,2024 파주시 유튜브 영상공모전 (파주의 미),"영상, UCC, 사진",파주시청,2024-06-03,2024-06-28,https://dong.paju.go.kr/dong/user/board/BD_board.view.do?bbsCd=1022&q_ctgCd=4063&seq=20240308183052582
112,https://www.wevity.com/upload/contest/20240530001430_be45cc1a.jpg,제6회 국제매직버스킹챔피언십 행사보조 봉사자 모집,봉사활동,(사)부산국제매직페스티벌조직위원회,2024-05-29,2024-06-26,"https://www.hibimf.org/,https://www.1365.go.kr/vols/1572247904127/partcptn/timeCptn.do"
113,https://www.wevity.com/upload/contest/20240530000522_c47a6e0f.jpg,내가 만드는 해치 콘텐츠 2차 공모전,"예체능, 미술, 음악",서울특별시,2024-05-29,2024-07-31,https://mediahub.seoul.go.kr/gongmo/2000519
114,https://www.wevity.com/upload/contest/20240530000256_44cce773.jpg,제20회 BITC(부산장애인정보화대제전) 자원봉사자 모집,봉사활동,부산장애인재활협회,2024-05-29,2024-06-10,https://blog.naver.com/bsrd0328
115,https://www.wevity.com/upload/contest/20240529233728_63637241.jpg,2024울산조선해양축제 기발한 배 콘테스트 & 레이싱 대회,"건축, 건설, 인테리어",울산조선해양축제추진위원회,2024-05-20,2024-06-28,https://www.ussf.co.kr/
116,https://www.wevity.com/upload/contest/20240529232614_96ad1744.jpg,2024년 국립농업박물관 서포터즈 農BRO(농브로) 2기 모집,"대외활동, 서포터즈",국립농업박물관,2024-05-24,2024-06-07,https://www.namuk.or.kr/kr/288/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGa3IlMkY5NSUyRjkzOSUyRmFydGNsVmlldy5kbyUzRnBhZ2UlM0QxJTI2c3JjaENvbHVtbiUzRCUyNnNyY2hXcmQlM0QlMjZiYnNDbFNlcSUzRCUyNmJic09wZW5XcmRTZXElM0QlMjZyZ3NCZ25kZVN0ciUzRCUyNnJnc0VuZGRlU3RyJTNEJTI2a
117,https://www.wevity.com/upload/contest/20240529230743_9c74e6bc.jpg,2024 대전관광공사 꿈씨 기자단 모집,"대외활동, 서포터즈",대전관광공사,2024-05-24,2024-06-12,https://www.djto.kr/kor/board.do?menuIdx=606&bbsIdx=12091
118,https://www.wevity.com/upload/contest/20240529225609_abcdb366.jpg,[국립대한민국임시정부기념관] 교육 서포터즈 임플루언서 3기 모집,기타,국립대한민국임시정부기념관,2024-05-27,2024-06-30,https://www.nmkpg.go.kr/main/reserveApp/RCT00051/3900/reserveApp_view.do
119,https://www.wevity.com/upload/contest/20240529224939_a826a1aa.jpg,2024 영호남 숏폼 영상 공모전,"영상, UCC, 사진","경상북도, 전라남도",2024-05-09,2024-06-07,https://www.gacf.kr:2035/coding/sub1/sub1.asp?bseq=1&cat=-1&sk=&sv=&yy=&page=1&mode=view&aseq=8906
120,https://www.wevity.com/upload/contest/20240529171557_04db111e.jpg,광주경제자유구역 앰비언트 광고 아이디어 공모전,"광고, 마케팅",광주경제자유구역청,2024-05-27,2024-07-14,https://www.gjfez.go.kr/boardView.do?pageId=www33&boardId=BD0001&seq=1966335&movePage=1
121,https://www.wevity.com/upload/contest/20240529171137_550fd32b.jpg,외교부 대학생 해외안전여행 알림이 해외안전여행 서포터스 20기 모집,"대외활동, 서포터즈",외교부,2024-05-28,2024-06-09,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=87702
122,https://www.wevity.com/upload/contest/20240529170828_a2cd1843.jpg,"용산구 이태원 전망대 및 보행환경개선 디자인, 기본 및 실시설계 공모전","건축, 건설, 인테리어",용산구청,2024-05-29,2024-07-30,https://www.yongsan.go.kr/portal/bbs/B0000095/view.do?nttId=677229&optn1=01&menuNo=200233&sdate=&edate=&searchWrd=&searchCnd=&pageIndex=1
123,https://www.wevity.com/upload/contest/20240529164948_57589af2.jpg,창업 인큐베이팅 경진대회 2024 참가자 모집 공고 with 동국대학교,"취업, 창업",중소벤처기업부(창업진흥원),2024-05-13,2024-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=169044&page=1&schStr=regist&pbancEndYn=N
124,https://www.wevity.com/upload/contest/20240529023137_ec6cce0f.jpg,RED-FOOD 페스티벌 제18회 장수한우랑사과랑축제 쇼츠영상 공모전,"영상, UCC, 사진",(사)장수한우랑사과랑축제추진위원회,2024-07-01,2024-07-05,https://www.jangsufestival.com/
125,https://www.wevity.com/upload/contest/20240602043212_23783f37.jpg,백운광장 도시재생뉴딜사업 네이밍(명칭) 공모전,"네이밍, 슬로건",광주광역시 남구,2024-06-13,2024-06-17,https://blog.naver.com/gwangjunamgu/223449391897
126,https://www.wevity.com/upload/contest/20240602042539_0feb588c.jpg,2024 북한인권 법률문서·논문 공모전,"논문, 리포트",한반도인권과 통일을 위한 변호사모임,2024-06-17,2024-08-16,https://hanbyun.or.kr/statement01/216978
127,https://www.wevity.com/upload/contest/20240529022252_b51f0d8a.jpg,휘경동 골목에 낭만의 바람을 불어넣을 참여팀 모집,기타,"서울시립대학교 캠퍼스타운사업단, 동대문문화재단",2024-05-27,2024-06-13,https://blog.naver.com/plusminus1c/223461269392
128,https://www.wevity.com/upload/contest/20240529022004_054149f7.jpg,2024 인천펜타포트 락 페스티벌 펜타 락커즈 모집,봉사활동,인천광역시,2024-05-28,2024-06-17,https://pentaport.co.kr/Notice/?q=YToyOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjtzOjQ6InBhZ2UiO2k6MTt9&bmode=view&idx=24589193&t=board
129,https://www.wevity.com/upload/contest/20240529021417_19ced3c7.jpg,제3회 허위정보 예방 시민 참여 공모전,"예체능, 미술, 음악",시청자미디어재단,2024-04-24,2024-06-07,https://kcmf.or.kr/KCMF/contents/KCMF020100.do?schM=view&page=1&viewCount=10&id=20240424121606168530&schBdcode=&schGroupCode=&schGroupCode=¬ice=cmsTTTnotice
130,https://www.wevity.com/upload/contest/20240529020917_e3d186c2.jpg,2024 제3회 경기도예술영화제 단편영화 공모,"영상, UCC, 사진",(사)한국영화인총연합회 경기도지회,2024-06-24,2024-08-15,https://www.gaff22.com/forum/gongjisahang/2024-je3hoe-gyeonggidoyesulyeonghwaje-jagpumgongmo
131,https://www.wevity.com/upload/contest/20240602035601_cb7e38f1.jpg,제37회 전국장애인종합예술제,"예체능, 미술, 음악",한국지체장애인협회,2024-05-13,2024-08-30,http://www.kappd.or.kr/kappd/bbs/board.php?bo_table=bo_01&wr_id=1362
132,https://www.wevity.com/upload/contest/20240529020605_cab326ae.jpg,한국건설교통신기술협회 12기 서포터즈 모집,"대외활동, 서포터즈",한국건설교통신기술협회,2024-05-27,2024-06-14,http://www.kcna.or.kr/notice/notify.php?BOARD_PAGE=view&page=1&search=&search_field=&search_value=&search_category=&opt=&schedule_search_y=&schedule_search_m=&B_uid=1300
133,https://www.wevity.com/upload/contest/20240529020306_59b41a8f.jpg,제 6회 대림성모병원 핑크스토리 창작시 공모전,"문학, 글, 시나리오",대림성모병원,2024-06-03,2024-08-14,https://www.drh.co.kr/new/front/index.php?g_page=community&m_page=community01&page=1&bb_code=600t0ez0jlaa167&view=read&wd=2
134,https://www.wevity.com/upload/contest/20240529015521_46144307.jpg,이주배경가정의 한국 적응 수기공모전 (다문화 속 초록빛 아이들의 이야기),"문학, 글, 시나리오",초록우산 부산지역본부,2024-05-20,2024-08-25,https://silly-partner-5e7.notion.site/1db1ca4b452d444ea098c1e3d448f775
135,https://www.wevity.com/upload/contest/20240602034031_b7b8dc75.jpg,제10회 의료기기 창업공모전,"취업, 창업",원주의료기기테크노밸리,2024-05-07,2024-06-14,http://www.wmit.or.kr/announce/businessAnnounceDetail.do?noticeIdx=154&category=&menuId=2911
136,https://www.wevity.com/upload/contest/20240529015149_01a095f0.jpg,제23회 전파분야 대학(원)생 논문공모,"논문, 리포트","한국방송통신전파진흥원,한국전자파학회",2024-07-01,2024-08-19,https://www.kiees.or.kr/html/?pmode=BBBS0012700001&page=1&smode=view&seq=2672&searchValue=&searchTitle=strTitle
137,https://www.wevity.com/upload/contest/20240602033359_0bdb6bb0.jpg,안성맞춤 남사당 바우덕이축제 홍보물 공모전 (굿즈 디자인),"디자인, 캐릭터, 웹툰",안성시,2024-05-30,2024-06-05,https://blog.naver.com/anseongsi1/223448661227
138,https://www.wevity.com/upload/contest/20240529014440_60c5dd47.jpg,2024 이랜드복지재단 마포노인종합복지관 바자회(가득찬 마켓VOL.17) 자원봉사자 모집,봉사활동,시립마포노인종합복지관,2024-05-28,2024-06-04,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=87675
139,https://www.wevity.com/upload/contest/20240529012909_452211fb.jpg,제12회 한국국제건설기계전 유튜버 모집,"영상, UCC, 사진",한국건설기계산업협회,2024-05-27,2024-06-14,https://www.conexkorea.org/press_center/notice.php?admin_mode=read&no=605
140,https://www.wevity.com/upload/contest/20240529012416_b4143c59.jpg,2024 제28회 부평풍물대축제  제9회 대한민국 창작풍물대전 작품 공모,"예체능, 미술, 음악",인천광역시 부평구,2024-05-28,2024-06-16,https://portal.icbp.go.kr/bpf/community/apply.asp?page=v&seq=38
141,https://www.wevity.com/upload/contest/20240602031554_0d1cf06f.jpg,2024 제30회 커뮤니케이션디자인 국제공모전,"디자인, 캐릭터, 웹툰",한국커뮤니케이션디자인협회,2024-06-07,2024-06-14,http://www.cdak.or.kr/bbs/board.php?bo_table=sub0601&wr_id=4930
142,https://www.wevity.com/upload/contest/20240529011030_5216b85b.jpg,비다엠엔터테인먼트 공연홍보서포터즈 모집,"대외활동, 서포터즈",비다엠엔터테인먼트,2024-05-29,2024-06-05,https://www.vidammusic.com/
143,https://www.wevity.com/upload/contest/20240529010140_9fc14f90.jpg,제9회 경상남도 청소년 스피치 대회,기타,"사단법인미래교육문화진흥원,경상남도교원단체총연합회",2024-07-01,2024-07-30,http://www.mecpi.or.kr/bbs/bbs1/67
144,https://www.wevity.com/upload/contest/20240529005609_e78b756b.jpg,대학생 서포터즈 컴투스 플레이어 12기 모집,"대외활동, 서포터즈",컴투스,2024-05-27,2024-06-04,https://welcome.com2us.com/ko?r=p1
145,https://www.wevity.com/upload/contest/20240529005043_bedb0617.jpg,제11회 전국 무한상상 과학탐구 서바이벌대전,"과학, 공학",경상북도 김천시,2024-06-01,2024-06-30,http://www.sangsangall.org
146,https://www.wevity.com/upload/contest/20240529004254_a71c8974.jpg,2024 국제 스페셜 뮤직&아트 페스티벌 메이트 및 통역 자원봉사자 모집,봉사활동,(사)스페셜올림픽코리아,2024-05-27,2024-06-16,https://www.sokorea.or.kr/
147,https://www.wevity.com/upload/contest/20240529010432_4fa0280f.jpg,2024 부울경 대학생 스피치 대회,기타,사단법인미래교육문화진흥원,2024-09-20,2024-10-20,http://www.mecpi.or.kr/bbs/bbs1/68
148,https://www.wevity.com/upload/contest/20240529003521_87d7ceff.jpg,KIADA2024 서포터즈 키아다즈 8기 모집,"대외활동, 서포터즈",사단법인 빛소리친구들,2024-05-17,2024-06-09,http://www.kiada.co.kr/
149,https://www.wevity.com/upload/contest/20240602025837_b57c5760.jpg,HUG 든든전세주택 슬로건 공모전,"네이밍, 슬로건",HUG 주택도시보증공사,2024-05-31,2024-06-18,https://www.khug.or.kr/hug/web/cs/no/csno000001.jsp?id=16&mode=S¤tPage=1&articleId=33491
150,https://www.wevity.com/upload/contest/20240602025408_7fa57452.jpg,제26회 재외동포 문학상 공모,"문학, 글, 시나리오",재외동포청,2024-06-01,2024-06-30,https://www.korean.net/portal/customer/pg_notice.do?mode=view&articleNo=1001665056
151,https://www.wevity.com/upload/contest/20240602024856_7ba627a4.jpg,KT희망나눔재단과 함께 제 1회 스마트 AI 콘텐츠 공모전,"디자인, 캐릭터, 웹툰",KT희망나눔재단,2024-07-01,2024-07-12,https://iaae.ai/notice/?idx=24238734&bmode=view
152,https://www.wevity.com/upload/contest/20240529002336_35c645ce.jpg,대한민국 문화도시 대구 수성 2024 공예상품 공모전,"예체능, 미술, 음악",대구광역시 수성구,2024-06-24,2024-06-27,https://www.sscf.or.kr
153,https://www.wevity.com/upload/contest/20240602024325_1d4646a2.jpg,서울문화재단 창작희곡 공모 제2회 서울희곡상 공모,"문학, 글, 시나리오",서울문화재단,2024-09-20,2024-09-26,http://www.sfac.or.kr/opensquare/notice/notice_list.do?cbIdx=955&bcIdx=135465
154,https://www.wevity.com/upload/contest/20240602023111_bf5f2f4c.jpg,2024년 시민과 함께하는 충주시시설관리공단 ESG 혁신(제품) 아이디어 공모전,"기획, 아이디어",충주시시설관리공단,2024-05-27,2024-06-13,https://www.epeople.go.kr/cmmn/idea/redirect.do?ideaRegNo=1AE-2405-0000880
155,https://www.wevity.com/upload/contest/20240529001325_af88844b.jpg,[삼성전자] 삼성 오픈 소스 컴패니언즈 5기 모집,"대외활동, 서포터즈",삼성전자,2024-05-29,2024-06-10,https://opensource.samsung.com/community/companions/companionsList
156,https://www.wevity.com/upload/contest/20240602022432_60e7ad71.jpg,2024 성평등한 직장문화를 위한 슬로건 공모전,"네이밍, 슬로건",부산광역시,2024-04-29,2024-06-30,https://www.egen.or.kr/notice/news/view?uid=69
157,https://www.wevity.com/upload/contest/20240602022041_f04821c8.jpg,2024 젠더폭력 및 디지털성범죄 예방콘텐츠 공모전,"예체능, 미술, 음악",부산광역시,2024-04-29,2024-06-30,https://www.egen.or.kr/notice/news/view?uid=69
